id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,source,scraped_at
536,2021,16,2021-12-05,Espanyol,Getafe,1,0,H,Generated,2025-07-12T11:53:36.891820
540,2021,16,2021-12-05,Granada,Huesca,3,4,A,Generated,2025-07-12T11:53:36.891885
537,2021,16,2021-12-05,Levante,Osasuna,3,2,H,Generated,2025-07-12T11:53:36.891836
538,2021,16,2021-12-05,Mallorca,Alavés,2,2,D,Generated,2025-07-12T11:53:36.891853
535,2021,16,2021-12-05,Real Betis,Celta Vigo,0,3,A,Generated,2025-07-12T11:53:36.891804
531,2021,16,2021-12-05,Real Madrid,Barcelona,0,1,A,Generated,2025-07-12T11:53:36.891734
533,2021,16,2021-12-05,Valencia,Villarreal,0,1,A,Generated,2025-07-12T11:53:36.891769
544,2021,17,2021-12-12,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.891956
542,2021,17,2021-12-12,Atlético Madrid,Sevilla,1,4,A,Generated,2025-07-12T11:53:36.891921
549,2021,17,2021-12-12,Cádiz,Elche,3,2,H,Generated,2025-07-12T11:53:36.892038
546,2021,17,2021-12-12,Espanyol,Getafe,0,0,D,Generated,2025-07-12T11:53:36.891991
550,2021,17,2021-12-12,Granada,Huesca,2,0,H,Generated,2025-07-12T11:53:36.892053
547,2021,17,2021-12-12,Levante,Osasuna,0,0,D,Generated,2025-07-12T11:53:36.892006
548,2021,17,2021-12-12,Mallorca,Alavés,4,1,H,Generated,2025-07-12T11:53:36.892023
545,2021,17,2021-12-12,Real Betis,Celta Vigo,1,2,A,Generated,2025-07-12T11:53:36.891975
541,2021,17,2021-12-12,Real Madrid,Barcelona,0,1,A,Generated,2025-07-12T11:53:36.891903
543,2021,17,2021-12-12,Valencia,Villarreal,2,1,H,Generated,2025-07-12T11:53:36.891938
554,2021,18,2021-12-19,Athletic Bilbao,Real Sociedad,0,1,A,Generated,2025-07-12T11:53:36.892114
552,2021,18,2021-12-19,Atlético Madrid,Sevilla,3,3,D,Generated,2025-07-12T11:53:36.892084
559,2021,18,2021-12-19,Cádiz,Elche,0,1,A,Generated,2025-07-12T11:53:36.892190
556,2021,18,2021-12-19,Espanyol,Getafe,0,1,A,Generated,2025-07-12T11:53:36.892144
560,2021,18,2021-12-19,Granada,Huesca,1,2,A,Generated,2025-07-12T11:53:36.892208
557,2021,18,2021-12-19,Levante,Osasuna,1,1,D,Generated,2025-07-12T11:53:36.892159
558,2021,18,2021-12-19,Mallorca,Alavés,4,0,H,Generated,2025-07-12T11:53:36.892174
555,2021,18,2021-12-19,Real Betis,Celta Vigo,1,3,A,Generated,2025-07-12T11:53:36.892129
551,2021,18,2021-12-19,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.892069
553,2021,18,2021-12-19,Valencia,Villarreal,4,4,D,Generated,2025-07-12T11:53:36.892099
564,2021,19,2021-12-26,Athletic Bilbao,Real Sociedad,2,2,D,Generated,2025-07-12T11:53:36.892272
562,2021,19,2021-12-26,Atlético Madrid,Sevilla,1,1,D,Generated,2025-07-12T11:53:36.892240
569,2021,19,2021-12-26,Cádiz,Elche,1,2,A,Generated,2025-07-12T11:53:36.892358
566,2021,19,2021-12-26,Espanyol,Getafe,0,3,A,Generated,2025-07-12T11:53:36.892310
570,2021,19,2021-12-26,Granada,Huesca,1,2,A,Generated,2025-07-12T11:53:36.892375
567,2021,19,2021-12-26,Levante,Osasuna,0,0,D,Generated,2025-07-12T11:53:36.892326
568,2021,19,2021-12-26,Mallorca,Alavés,2,2,D,Generated,2025-07-12T11:53:36.892342
565,2021,19,2021-12-26,Real Betis,Celta Vigo,1,0,H,Generated,2025-07-12T11:53:36.892293
561,2021,19,2021-12-26,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.892225
563,2021,19,2021-12-26,Valencia,Villarreal,3,4,A,Generated,2025-07-12T11:53:36.892255
574,2021,20,2022-01-02,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.892437
572,2021,20,2022-01-02,Atlético Madrid,Sevilla,1,1,D,Generated,2025-07-12T11:53:36.892407
579,2021,20,2022-01-02,Cádiz,Elche,2,1,H,Generated,2025-07-12T11:53:36.892511
576,2021,20,2022-01-02,Espanyol,Getafe,1,1,D,Generated,2025-07-12T11:53:36.892467
580,2021,20,2022-01-02,Granada,Huesca,1,0,H,Generated,2025-07-12T11:53:36.892527
577,2021,20,2022-01-02,Levante,Osasuna,2,2,D,Generated,2025-07-12T11:53:36.892482
578,2021,20,2022-01-02,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.892497
575,2021,20,2022-01-02,Real Betis,Celta Vigo,4,1,H,Generated,2025-07-12T11:53:36.892452
571,2021,20,2022-01-02,Real Madrid,Barcelona,0,2,A,Generated,2025-07-12T11:53:36.892391
573,2021,20,2022-01-02,Valencia,Villarreal,2,1,H,Generated,2025-07-12T11:53:36.892422
584,2021,21,2022-01-09,Athletic Bilbao,Real Sociedad,1,1,D,Generated,2025-07-12T11:53:36.892596
582,2021,21,2022-01-09,Atlético Madrid,Sevilla,2,4,A,Generated,2025-07-12T11:53:36.892559
589,2021,21,2022-01-09,Cádiz,Elche,0,1,A,Generated,2025-07-12T11:53:36.892730
586,2021,21,2022-01-09,Espanyol,Getafe,0,3,A,Generated,2025-07-12T11:53:36.892631
590,2021,21,2022-01-09,Granada,Huesca,2,2,D,Generated,2025-07-12T11:53:36.892745
587,2021,21,2022-01-09,Levante,Osasuna,2,1,H,Generated,2025-07-12T11:53:36.892693
588,2021,21,2022-01-09,Mallorca,Alavés,1,2,A,Generated,2025-07-12T11:53:36.892714
585,2021,21,2022-01-09,Real Betis,Celta Vigo,0,2,A,Generated,2025-07-12T11:53:36.892611
581,2021,21,2022-01-09,Real Madrid,Barcelona,1,4,A,Generated,2025-07-12T11:53:36.892543
583,2021,21,2022-01-09,Valencia,Villarreal,0,1,A,Generated,2025-07-12T11:53:36.892577
594,2021,22,2022-01-16,Athletic Bilbao,Real Sociedad,1,3,A,Generated,2025-07-12T11:53:36.892810
592,2021,22,2022-01-16,Atlético Madrid,Sevilla,2,1,H,Generated,2025-07-12T11:53:36.892779
599,2021,22,2022-01-16,Cádiz,Elche,1,1,D,Generated,2025-07-12T11:53:36.892887
596,2021,22,2022-01-16,Espanyol,Getafe,2,0,H,Generated,2025-07-12T11:53:36.892841
600,2021,22,2022-01-16,Granada,Huesca,1,0,H,Generated,2025-07-12T11:53:36.892902
597,2021,22,2022-01-16,Levante,Osasuna,1,0,H,Generated,2025-07-12T11:53:36.892856
598,2021,22,2022-01-16,Mallorca,Alavés,0,2,A,Generated,2025-07-12T11:53:36.892872
595,2021,22,2022-01-16,Real Betis,Celta Vigo,2,4,A,Generated,2025-07-12T11:53:36.892826
591,2021,22,2022-01-16,Real Madrid,Barcelona,1,0,H,Generated,2025-07-12T11:53:36.892763
593,2021,22,2022-01-16,Valencia,Villarreal,1,2,A,Generated,2025-07-12T11:53:36.892794
604,2021,23,2022-01-23,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.892965
602,2021,23,2022-01-23,Atlético Madrid,Sevilla,2,0,H,Generated,2025-07-12T11:53:36.892934
609,2021,23,2022-01-23,Cádiz,Elche,3,0,H,Generated,2025-07-12T11:53:36.893340
606,2021,23,2022-01-23,Espanyol,Getafe,0,1,A,Generated,2025-07-12T11:53:36.893290
610,2021,23,2022-01-23,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.893355
607,2021,23,2022-01-23,Levante,Osasuna,2,0,H,Generated,2025-07-12T11:53:36.893308
608,2021,23,2022-01-23,Mallorca,Alavés,2,3,A,Generated,2025-07-12T11:53:36.893324
605,2021,23,2022-01-23,Real Betis,Celta Vigo,1,0,H,Generated,2025-07-12T11:53:36.892981
601,2021,23,2022-01-23,Real Madrid,Barcelona,3,3,D,Generated,2025-07-12T11:53:36.892919
603,2021,23,2022-01-23,Valencia,Villarreal,4,0,H,Generated,2025-07-12T11:53:36.892950
614,2021,24,2022-01-30,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.893418
612,2021,24,2022-01-30,Atlético Madrid,Sevilla,2,1,H,Generated,2025-07-12T11:53:36.893388
619,2021,24,2022-01-30,Cádiz,Elche,2,3,A,Generated,2025-07-12T11:53:36.893496
616,2021,24,2022-01-30,Espanyol,Getafe,2,4,A,Generated,2025-07-12T11:53:36.893450
620,2021,24,2022-01-30,Granada,Huesca,0,0,D,Generated,2025-07-12T11:53:36.893512
617,2021,24,2022-01-30,Levante,Osasuna,1,0,H,Generated,2025-07-12T11:53:36.893465
618,2021,24,2022-01-30,Mallorca,Alavés,3,2,H,Generated,2025-07-12T11:53:36.893480
615,2021,24,2022-01-30,Real Betis,Celta Vigo,2,2,D,Generated,2025-07-12T11:53:36.893434
611,2021,24,2022-01-30,Real Madrid,Barcelona,1,0,H,Generated,2025-07-12T11:53:36.893372
613,2021,24,2022-01-30,Valencia,Villarreal,2,1,H,Generated,2025-07-12T11:53:36.893403
624,2021,25,2022-02-06,Athletic Bilbao,Real Sociedad,1,2,A,Generated,2025-07-12T11:53:36.893575
622,2021,25,2022-02-06,Atlético Madrid,Sevilla,1,0,H,Generated,2025-07-12T11:53:36.893544
629,2021,25,2022-02-06,Cádiz,Elche,0,2,A,Generated,2025-07-12T11:53:36.893667
626,2021,25,2022-02-06,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.893619
630,2021,25,2022-02-06,Granada,Huesca,1,1,D,Generated,2025-07-12T11:53:36.893683
627,2021,25,2022-02-06,Levante,Osasuna,1,0,H,Generated,2025-07-12T11:53:36.893636
628,2021,25,2022-02-06,Mallorca,Alavés,3,0,H,Generated,2025-07-12T11:53:36.893652
625,2021,25,2022-02-06,Real Betis,Celta Vigo,2,1,H,Generated,2025-07-12T11:53:36.893591
621,2021,25,2022-02-06,Real Madrid,Barcelona,3,2,H,Generated,2025-07-12T11:53:36.893528
623,2021,25,2022-02-06,Valencia,Villarreal,1,0,H,Generated,2025-07-12T11:53:36.893559
634,2021,26,2022-02-13,Athletic Bilbao,Real Sociedad,1,0,H,Generated,2025-07-12T11:53:36.893746
632,2021,26,2022-02-13,Atlético Madrid,Sevilla,4,1,H,Generated,2025-07-12T11:53:36.893715
639,2021,26,2022-02-13,Cádiz,Elche,3,1,H,Generated,2025-07-12T11:53:36.893821
636,2021,26,2022-02-13,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.893776
640,2021,26,2022-02-13,Granada,Huesca,3,1,H,Generated,2025-07-12T11:53:36.893873
637,2021,26,2022-02-13,Levante,Osasuna,3,1,H,Generated,2025-07-12T11:53:36.893791
638,2021,26,2022-02-13,Mallorca,Alavés,3,2,H,Generated,2025-07-12T11:53:36.893806
635,2021,26,2022-02-13,Real Betis,Celta Vigo,2,1,H,Generated,2025-07-12T11:53:36.893761
631,2021,26,2022-02-13,Real Madrid,Barcelona,2,3,A,Generated,2025-07-12T11:53:36.893699
633,2021,26,2022-02-13,Valencia,Villarreal,1,1,D,Generated,2025-07-12T11:53:36.893730
644,2021,27,2022-02-20,Athletic Bilbao,Real Sociedad,3,0,H,Generated,2025-07-12T11:53:36.894083
642,2021,27,2022-02-20,Atlético Madrid,Sevilla,1,1,D,Generated,2025-07-12T11:53:36.894034
649,2021,27,2022-02-20,Cádiz,Elche,1,4,A,Generated,2025-07-12T11:53:36.894169
646,2021,27,2022-02-20,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.894120
650,2021,27,2022-02-20,Granada,Huesca,1,4,A,Generated,2025-07-12T11:53:36.894185
647,2021,27,2022-02-20,Levante,Osasuna,2,1,H,Generated,2025-07-12T11:53:36.894136
648,2021,27,2022-02-20,Mallorca,Alavés,1,0,H,Generated,2025-07-12T11:53:36.894153
645,2021,27,2022-02-20,Real Betis,Celta Vigo,1,4,A,Generated,2025-07-12T11:53:36.894102
641,2021,27,2022-02-20,Real Madrid,Barcelona,2,2,D,Generated,2025-07-12T11:53:36.893943
643,2021,27,2022-02-20,Valencia,Villarreal,2,3,A,Generated,2025-07-12T11:53:36.894063
654,2021,28,2022-02-27,Athletic Bilbao,Real Sociedad,3,2,H,Generated,2025-07-12T11:53:36.894251
652,2021,28,2022-02-27,Atlético Madrid,Sevilla,3,0,H,Generated,2025-07-12T11:53:36.894219
659,2021,28,2022-02-27,Cádiz,Elche,4,2,H,Generated,2025-07-12T11:53:36.894328
656,2021,28,2022-02-27,Espanyol,Getafe,1,0,H,Generated,2025-07-12T11:53:36.894282
660,2021,28,2022-02-27,Granada,Huesca,2,2,D,Generated,2025-07-12T11:53:36.894344
657,2021,28,2022-02-27,Levante,Osasuna,2,4,A,Generated,2025-07-12T11:53:36.894297
658,2021,28,2022-02-27,Mallorca,Alavés,2,1,H,Generated,2025-07-12T11:53:36.894313
655,2021,28,2022-02-27,Real Betis,Celta Vigo,3,1,H,Generated,2025-07-12T11:53:36.894266
651,2021,28,2022-02-27,Real Madrid,Barcelona,3,0,H,Generated,2025-07-12T11:53:36.894203
653,2021,28,2022-02-27,Valencia,Villarreal,3,1,H,Generated,2025-07-12T11:53:36.894235
664,2021,29,2022-03-06,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.894409
662,2021,29,2022-03-06,Atlético Madrid,Sevilla,2,0,H,Generated,2025-07-12T11:53:36.894378
669,2021,29,2022-03-06,Cádiz,Elche,2,2,D,Generated,2025-07-12T11:53:36.894488
666,2021,29,2022-03-06,Espanyol,Getafe,2,0,H,Generated,2025-07-12T11:53:36.894441
670,2021,29,2022-03-06,Granada,Huesca,1,2,A,Generated,2025-07-12T11:53:36.894503
667,2021,29,2022-03-06,Levante,Osasuna,0,3,A,Generated,2025-07-12T11:53:36.894457
668,2021,29,2022-03-06,Mallorca,Alavés,3,1,H,Generated,2025-07-12T11:53:36.894472
665,2021,29,2022-03-06,Real Betis,Celta Vigo,3,1,H,Generated,2025-07-12T11:53:36.894425
661,2021,29,2022-03-06,Real Madrid,Barcelona,1,1,D,Generated,2025-07-12T11:53:36.894362
663,2021,29,2022-03-06,Valencia,Villarreal,0,0,D,Generated,2025-07-12T11:53:36.894393
674,2021,30,2022-03-13,Athletic Bilbao,Real Sociedad,2,0,H,Generated,2025-07-12T11:53:36.894569
672,2021,30,2022-03-13,Atlético Madrid,Sevilla,1,3,A,Generated,2025-07-12T11:53:36.894536
679,2021,30,2022-03-13,Cádiz,Elche,4,2,H,Generated,2025-07-12T11:53:36.894647
676,2021,30,2022-03-13,Espanyol,Getafe,2,1,H,Generated,2025-07-12T11:53:36.894600
680,2021,30,2022-03-13,Granada,Huesca,1,1,D,Generated,2025-07-12T11:53:36.894663
677,2021,30,2022-03-13,Levante,Osasuna,0,1,A,Generated,2025-07-12T11:53:36.894616
678,2021,30,2022-03-13,Mallorca,Alavés,0,0,D,Generated,2025-07-12T11:53:36.894632
675,2021,30,2022-03-13,Real Betis,Celta Vigo,3,0,H,Generated,2025-07-12T11:53:36.894585
671,2021,30,2022-03-13,Real Madrid,Barcelona,1,0,H,Generated,2025-07-12T11:53:36.894520
673,2021,30,2022-03-13,Valencia,Villarreal,2,2,D,Generated,2025-07-12T11:53:36.894551
684,2021,31,2022-03-20,Athletic Bilbao,Real Sociedad,0,1,A,Generated,2025-07-12T11:53:36.894733
682,2021,31,2022-03-20,Atlético Madrid,Sevilla,1,0,H,Generated,2025-07-12T11:53:36.894701
689,2021,31,2022-03-20,Cádiz,Elche,2,2,D,Generated,2025-07-12T11:53:36.894812
686,2021,31,2022-03-20,Espanyol,Getafe,3,3,D,Generated,2025-07-12T11:53:36.894766
690,2021,31,2022-03-20,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.894828
687,2021,31,2022-03-20,Levante,Osasuna,4,0,H,Generated,2025-07-12T11:53:36.894782
688,2021,31,2022-03-20,Mallorca,Alavés,3,2,H,Generated,2025-07-12T11:53:36.894797
685,2021,31,2022-03-20,Real Betis,Celta Vigo,2,0,H,Generated,2025-07-12T11:53:36.894750
681,2021,31,2022-03-20,Real Madrid,Barcelona,0,1,A,Generated,2025-07-12T11:53:36.894685
683,2021,31,2022-03-20,Valencia,Villarreal,1,0,H,Generated,2025-07-12T11:53:36.894717
694,2021,32,2022-03-27,Athletic Bilbao,Real Sociedad,1,3,A,Generated,2025-07-12T11:53:36.894892
692,2021,32,2022-03-27,Atlético Madrid,Sevilla,2,3,A,Generated,2025-07-12T11:53:36.894860
699,2021,32,2022-03-27,Cádiz,Elche,0,1,A,Generated,2025-07-12T11:53:36.894970
696,2021,32,2022-03-27,Espanyol,Getafe,3,2,H,Generated,2025-07-12T11:53:36.894923
700,2021,32,2022-03-27,Granada,Huesca,2,1,H,Generated,2025-07-12T11:53:36.894986
697,2021,32,2022-03-27,Levante,Osasuna,1,2,A,Generated,2025-07-12T11:53:36.894939
698,2021,32,2022-03-27,Mallorca,Alavés,1,0,H,Generated,2025-07-12T11:53:36.894954
695,2021,32,2022-03-27,Real Betis,Celta Vigo,2,3,A,Generated,2025-07-12T11:53:36.894908
691,2021,32,2022-03-27,Real Madrid,Barcelona,2,2,D,Generated,2025-07-12T11:53:36.894844
693,2021,32,2022-03-27,Valencia,Villarreal,2,2,D,Generated,2025-07-12T11:53:36.894876
704,2021,33,2022-04-03,Athletic Bilbao,Real Sociedad,3,2,H,Generated,2025-07-12T11:53:36.895064
702,2021,33,2022-04-03,Atlético Madrid,Sevilla,0,2,A,Generated,2025-07-12T11:53:36.895019
709,2021,33,2022-04-03,Cádiz,Elche,0,1,A,Generated,2025-07-12T11:53:36.895138
706,2021,33,2022-04-03,Espanyol,Getafe,2,0,H,Generated,2025-07-12T11:53:36.895094
710,2021,33,2022-04-03,Granada,Huesca,1,2,A,Generated,2025-07-12T11:53:36.895221
707,2021,33,2022-04-03,Levante,Osasuna,2,1,H,Generated,2025-07-12T11:53:36.895108
708,2021,33,2022-04-03,Mallorca,Alavés,2,1,H,Generated,2025-07-12T11:53:36.895123
705,2021,33,2022-04-03,Real Betis,Celta Vigo,1,1,D,Generated,2025-07-12T11:53:36.895079
701,2021,33,2022-04-03,Real Madrid,Barcelona,1,1,D,Generated,2025-07-12T11:53:36.895003
703,2021,33,2022-04-03,Valencia,Villarreal,1,0,H,Generated,2025-07-12T11:53:36.895049
714,2021,34,2022-04-10,Athletic Bilbao,Real Sociedad,2,1,H,Generated,2025-07-12T11:53:36.895406
712,2021,34,2022-04-10,Atlético Madrid,Sevilla,0,1,A,Generated,2025-07-12T11:53:36.895370
719,2021,34,2022-04-10,Cádiz,Elche,3,1,H,Generated,2025-07-12T11:53:36.895481
716,2021,34,2022-04-10,Espanyol,Getafe,2,4,A,Generated,2025-07-12T11:53:36.895437
720,2021,34,2022-04-10,Granada,Huesca,2,2,D,Generated,2025-07-12T11:53:36.895496
717,2021,34,2022-04-10,Levante,Osasuna,1,2,A,Generated,2025-07-12T11:53:36.895452
718,2021,34,2022-04-10,Mallorca,Alavés,2,0,H,Generated,2025-07-12T11:53:36.895467
715,2021,34,2022-04-10,Real Betis,Celta Vigo,2,2,D,Generated,2025-07-12T11:53:36.895422
711,2021,34,2022-04-10,Real Madrid,Barcelona,2,0,H,Generated,2025-07-12T11:53:36.895343
713,2021,34,2022-04-10,Valencia,Villarreal,2,3,A,Generated,2025-07-12T11:53:36.895389
724,2021,35,2022-04-17,Athletic Bilbao,Real Sociedad,3,2,H,Generated,2025-07-12T11:53:36.895558
722,2021,35,2022-04-17,Atlético Madrid,Sevilla,1,2,A,Generated,2025-07-12T11:53:36.895528
729,2021,35,2022-04-17,Cádiz,Elche,0,1,A,Generated,2025-07-12T11:53:36.895661
726,2021,35,2022-04-17,Espanyol,Getafe,0,2,A,Generated,2025-07-12T11:53:36.895589
730,2021,35,2022-04-17,Granada,Huesca,3,1,H,Generated,2025-07-12T11:53:36.895731
727,2021,35,2022-04-17,Levante,Osasuna,2,4,A,Generated,2025-07-12T11:53:36.895604
728,2021,35,2022-04-17,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.895619
725,2021,35,2022-04-17,Real Betis,Celta Vigo,1,1,D,Generated,2025-07-12T11:53:36.895574
721,2021,35,2022-04-17,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.895513
723,2021,35,2022-04-17,Valencia,Villarreal,3,2,H,Generated,2025-07-12T11:53:36.895543
734,2021,36,2022-04-24,Athletic Bilbao,Real Sociedad,1,1,D,Generated,2025-07-12T11:53:36.895813
732,2021,36,2022-04-24,Atlético Madrid,Sevilla,2,2,D,Generated,2025-07-12T11:53:36.895781
739,2021,36,2022-04-24,Cádiz,Elche,0,1,A,Generated,2025-07-12T11:53:36.895888
736,2021,36,2022-04-24,Espanyol,Getafe,1,2,A,Generated,2025-07-12T11:53:36.895843
740,2021,36,2022-04-24,Granada,Huesca,1,0,H,Generated,2025-07-12T11:53:36.895903
737,2021,36,2022-04-24,Levante,Osasuna,0,1,A,Generated,2025-07-12T11:53:36.895858
738,2021,36,2022-04-24,Mallorca,Alavés,2,0,H,Generated,2025-07-12T11:53:36.895873
735,2021,36,2022-04-24,Real Betis,Celta Vigo,3,1,H,Generated,2025-07-12T11:53:36.895828
731,2021,36,2022-04-24,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.895761
733,2021,36,2022-04-24,Valencia,Villarreal,3,1,H,Generated,2025-07-12T11:53:36.895797
744,2021,37,2022-05-01,Athletic Bilbao,Real Sociedad,0,2,A,Generated,2025-07-12T11:53:36.895966
742,2021,37,2022-05-01,Atlético Madrid,Sevilla,3,3,D,Generated,2025-07-12T11:53:36.895936
749,2021,37,2022-05-01,Cádiz,Elche,1,1,D,Generated,2025-07-12T11:53:36.896040
746,2021,37,2022-05-01,Espanyol,Getafe,2,1,H,Generated,2025-07-12T11:53:36.895996
750,2021,37,2022-05-01,Granada,Huesca,0,1,A,Generated,2025-07-12T11:53:36.896055
747,2021,37,2022-05-01,Levante,Osasuna,1,1,D,Generated,2025-07-12T11:53:36.896010
748,2021,37,2022-05-01,Mallorca,Alavés,0,2,A,Generated,2025-07-12T11:53:36.896025
745,2021,37,2022-05-01,Real Betis,Celta Vigo,0,3,A,Generated,2025-07-12T11:53:36.895981
741,2021,37,2022-05-01,Real Madrid,Barcelona,2,2,D,Generated,2025-07-12T11:53:36.895921
743,2021,37,2022-05-01,Valencia,Villarreal,3,1,H,Generated,2025-07-12T11:53:36.895951
754,2021,38,2022-05-08,Athletic Bilbao,Real Sociedad,0,1,A,Generated,2025-07-12T11:53:36.896120
752,2021,38,2022-05-08,Atlético Madrid,Sevilla,0,1,A,Generated,2025-07-12T11:53:36.896089
759,2021,38,2022-05-08,Cádiz,Elche,2,1,H,Generated,2025-07-12T11:53:36.896194
756,2021,38,2022-05-08,Espanyol,Getafe,2,1,H,Generated,2025-07-12T11:53:36.896149
760,2021,38,2022-05-08,Granada,Huesca,0,1,A,Generated,2025-07-12T11:53:36.896211
757,2021,38,2022-05-08,Levante,Osasuna,1,1,D,Generated,2025-07-12T11:53:36.896164
758,2021,38,2022-05-08,Mallorca,Alavés,3,1,H,Generated,2025-07-12T11:53:36.896179
755,2021,38,2022-05-08,Real Betis,Celta Vigo,2,2,D,Generated,2025-07-12T11:53:36.896135
751,2021,38,2022-05-08,Real Madrid,Barcelona,1,0,H,Generated,2025-07-12T11:53:36.896071
753,2021,38,2022-05-08,Valencia,Villarreal,4,3,H,Generated,2025-07-12T11:53:36.896105
764,2022,1,2022-08-22,Athletic Bilbao,Real Sociedad,2,0,H,Generated,2025-07-12T11:53:36.896386
762,2022,1,2022-08-22,Atlético Madrid,Sevilla,0,1,A,Generated,2025-07-12T11:53:36.896355
769,2022,1,2022-08-22,Cádiz,Elche,1,2,A,Generated,2025-07-12T11:53:36.896462
766,2022,1,2022-08-22,Espanyol,Getafe,2,3,A,Generated,2025-07-12T11:53:36.896417
770,2022,1,2022-08-22,Granada,Huesca,2,0,H,Generated,2025-07-12T11:53:36.896477
767,2022,1,2022-08-22,Levante,Osasuna,2,1,H,Generated,2025-07-12T11:53:36.896432
768,2022,1,2022-08-22,Mallorca,Alavés,1,1,D,Generated,2025-07-12T11:53:36.896447
765,2022,1,2022-08-22,Real Betis,Celta Vigo,2,0,H,Generated,2025-07-12T11:53:36.896402
761,2022,1,2022-08-22,Real Madrid,Barcelona,3,1,H,Generated,2025-07-12T11:53:36.896334
763,2022,1,2022-08-22,Valencia,Villarreal,1,2,A,Generated,2025-07-12T11:53:36.896371
774,2022,2,2022-08-29,Athletic Bilbao,Real Sociedad,0,2,A,Generated,2025-07-12T11:53:36.896538
772,2022,2,2022-08-29,Atlético Madrid,Sevilla,3,0,H,Generated,2025-07-12T11:53:36.896508
779,2022,2,2022-08-29,Cádiz,Elche,3,0,H,Generated,2025-07-12T11:53:36.896611
776,2022,2,2022-08-29,Espanyol,Getafe,1,1,D,Generated,2025-07-12T11:53:36.896568
780,2022,2,2022-08-29,Granada,Huesca,1,0,H,Generated,2025-07-12T11:53:36.896626
777,2022,2,2022-08-29,Levante,Osasuna,1,2,A,Generated,2025-07-12T11:53:36.896582
778,2022,2,2022-08-29,Mallorca,Alavés,3,0,H,Generated,2025-07-12T11:53:36.896596
775,2022,2,2022-08-29,Real Betis,Celta Vigo,1,0,H,Generated,2025-07-12T11:53:36.896553
771,2022,2,2022-08-29,Real Madrid,Barcelona,1,2,A,Generated,2025-07-12T11:53:36.896493
773,2022,2,2022-08-29,Valencia,Villarreal,1,4,A,Generated,2025-07-12T11:53:36.896523
784,2022,3,2022-09-05,Athletic Bilbao,Real Sociedad,4,4,D,Generated,2025-07-12T11:53:36.896687
782,2022,3,2022-09-05,Atlético Madrid,Sevilla,3,2,H,Generated,2025-07-12T11:53:36.896658
789,2022,3,2022-09-05,Cádiz,Elche,2,0,H,Generated,2025-07-12T11:53:36.896760
786,2022,3,2022-09-05,Espanyol,Getafe,3,1,H,Generated,2025-07-12T11:53:36.896717
790,2022,3,2022-09-05,Granada,Huesca,3,1,H,Generated,2025-07-12T11:53:36.896775
787,2022,3,2022-09-05,Levante,Osasuna,1,0,H,Generated,2025-07-12T11:53:36.896731
788,2022,3,2022-09-05,Mallorca,Alavés,2,1,H,Generated,2025-07-12T11:53:36.896746
785,2022,3,2022-09-05,Real Betis,Celta Vigo,0,1,A,Generated,2025-07-12T11:53:36.896702
781,2022,3,2022-09-05,Real Madrid,Barcelona,0,1,A,Generated,2025-07-12T11:53:36.896643
783,2022,3,2022-09-05,Valencia,Villarreal,1,1,D,Generated,2025-07-12T11:53:36.896673
794,2022,4,2022-09-12,Athletic Bilbao,Real Sociedad,1,0,H,Generated,2025-07-12T11:53:36.896835
792,2022,4,2022-09-12,Atlético Madrid,Sevilla,0,0,D,Generated,2025-07-12T11:53:36.896806
799,2022,4,2022-09-12,Cádiz,Elche,1,3,A,Generated,2025-07-12T11:53:36.896908
796,2022,4,2022-09-12,Espanyol,Getafe,3,4,A,Generated,2025-07-12T11:53:36.896864
800,2022,4,2022-09-12,Granada,Huesca,2,0,H,Generated,2025-07-12T11:53:36.896922
797,2022,4,2022-09-12,Levante,Osasuna,0,3,A,Generated,2025-07-12T11:53:36.896879
798,2022,4,2022-09-12,Mallorca,Alavés,2,0,H,Generated,2025-07-12T11:53:36.896893
795,2022,4,2022-09-12,Real Betis,Celta Vigo,2,0,H,Generated,2025-07-12T11:53:36.896849
791,2022,4,2022-09-12,Real Madrid,Barcelona,2,2,D,Generated,2025-07-12T11:53:36.896791
793,2022,4,2022-09-12,Valencia,Villarreal,1,2,A,Generated,2025-07-12T11:53:36.896820
